726, 507
726, 507
726, 507
727, 506
727, 504
730, 499
732, 495
738, 487
743, 481
755, 468
762, 461
779, 445
787, 438
807, 422
818, 413
839, 397
851, 389
871, 374
882, 367
901, 355
910, 348
926, 337
933, 332
947, 322
954, 316
969, 306
983, 295
990, 290
1004, 279
1017, 269
1024, 264
1040, 255
1046, 251
1060, 242
1066, 238
1079, 231
1086, 226
1097, 220
1104, 217
1116, 211
1122, 209
1130, 205
1136, 202
1143, 199
1147, 197
1154, 193
1158, 191
1165, 187
1172, 183
1175, 182
1182, 178
1186, 176
1194, 172
1198, 170
1205, 167
1209, 166
1214, 164
1215, 163
1217, 163
1217, 163
1217, 163
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 162
1218, 161
1218, 160
1216, 158
1213, 155
1211, 153
1209, 151
1204, 146
1201, 143
1195, 136
1189, 129
1187, 125
1183, 119
1181, 117
1179, 113
1178, 109
1178, 108
1178, 106
1179, 106
1180, 105
1181, 105
1183, 105
1186, 105
1194, 107
1205, 109
1212, 110
1221, 110
1240, 112
1258, 114
1265, 114
1277, 113
1285, 112
1288, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
1290, 112
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
649, 400
649, 399
646, 398
640, 395
636, 393
626, 387
620, 383
615, 380
603, 373
590, 365
584, 361
572, 355
563, 349
559, 347
552, 341
548, 339
541, 334
538, 331
533, 326
532, 324
530, 319
529, 312
528, 308
528, 298
527, 293
528, 282
529, 276
534, 263
538, 257
548, 243
556, 237
573, 225
584, 219
604, 209
614, 205
633, 197
651, 192
659, 190
672, 185
678, 183
686, 180
689, 178
693, 176
696, 174
697, 173
699, 170
701, 169
703, 167
704, 167
706, 164
708, 163
709, 162
711, 160
712, 159
712, 159
712, 159
712, 158
712, 158
712, 158
712, 158
712, 158
712, 158
712, 158
712, 158
712, 158
712, 158
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
